ID,Type,SKU,Name,Tax class,In stock?,Weight (kg),Regular price,Categories,Tags,Shipping class,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default
32325,variation,missing,"Choco Strawberry Delight - 1 Kg, Egg",parent,1,1.0,1109.0,missing,missing,,missing,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32326,variation,missing,"Choco Strawberry Delight - 1 Kg, Eggless",parent,1,1.0,1109.0,missing,missing,,missing,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32327,variation,missing,"Choco Strawberry Delight - 1.5 Kg, Egg",parent,1,1.5,1559.0,missing,missing,,missing,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32328,variation,missing,"Choco Strawberry Delight - 1.5 Kg, Eggless",parent,1,1.5,1559.0,missing,missing,,missing,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32329,variation,missing,"Choco Strawberry Delight - 2 Kg, Egg",parent,1,2.0,1949.0,missing,missing,,missing,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32330,variation,missing,"Choco Strawberry Delight - 2 Kg, Eggless",parent,1,2.0,1949.0,missing,missing,,missing,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32331,variable,GBWDCK16,Chocolate Wrap Wedding Cake,missing,1,,,"All Cakes, Wedding Cakes",Wedding Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/choco-wrap-wedding-cake.jpg,WEIGHT,"6 Kg, 7 Kg",1.0,1.0,6 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32332,variation,missing,"Chocolate Wrap Wedding Cake - 7 Kg, Egg",parent,1,7.0,8899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/choco-wrap-wedding-cake.jpg,WEIGHT,7 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32333,variation,missing,"Chocolate Wrap Wedding Cake - 7 Kg, Eggless",parent,1,7.0,8899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/choco-wrap-wedding-cake.jpg,WEIGHT,7 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32336,variable,GBFLCH23,Amazing  Chocolate Devil Birthday Cake,missing,1,,,"Anniversary Cakes > 10th Anniversary Cakes, Anniversary Cakes > 1st Anniversary Cakes, Anniversary Cakes > All Anniversary Cakes, Birthday Cakes > All Birthday Cakes, All Cakes, Anniversary Cakes, Anniversary Cakes > Anniversary Cakes For Parents, Birthday Cakes, Cakes by Flavour, Birthday Cakes > Cakes for Brother, Birthday Cakes > Cakes for Father, Birthday Cakes > Cakes for Friend, Birthday Cakes > Cakes For Her, Birthday Cakes > Cakes for Him, Birthday Cakes > Cakes For Kids, Birthday Cakes > Cakes for Mother, Birthday Cakes > Cakes for Sister, Cakes by Flavour > Chocolate Cakes, Anniversary Cakes > Golden Jubilee Anniversary Cakes, Midnight cake delivery in Gurgaon, Anniversary Cakes > Silver Jubilee Anniversary Cakes, Cakes by Flavour > Truffle Cakes","Chocolate cake in Gurgaon, Chocolate Truffle cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/12/chocolate-devil-birthday-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32337,variation,missing,"Amazing  Chocolate Devil Birthday Cake - 1 Kg, Egg",parent,1,1.0,1759.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-devil-birthday-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32338,variation,missing,"Amazing  Chocolate Devil Birthday Cake - 1 Kg, Eggless",parent,1,1.0,1759.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-devil-birthday-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32339,variation,missing,"Amazing  Chocolate Devil Birthday Cake - 1.5 Kg, Egg",parent,1,1.5,2639.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-devil-birthday-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32340,variation,missing,"Amazing  Chocolate Devil Birthday Cake - 1.5 Kg, Eggless",parent,1,1.5,2639.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-devil-birthday-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32341,variation,missing,"Amazing  Chocolate Devil Birthday Cake - 2 Kg, Egg",parent,1,2.0,3519.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-devil-birthday-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32342,variation,missing,"Amazing  Chocolate Devil Birthday Cake - 2 Kg, Eggless",parent,1,2.0,3519.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-devil-birthday-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32343,variable,GBFLCH03,Chocolate Hazelnut Cake,missing,1,,,"All Cakes, Cakes by Flavour, Birthday Cakes > Cakes for Father, Birthday Cakes > Cakes for Mother, Cakes by Flavour > Chocolate Cakes",Chocolate cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/chocolate-hazelnut-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32344,variation,missing,"Chocolate Hazelnut Cake - 0.5 Kg, Egg",parent,1,0.5,799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-hazelnut-cake.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32345,variation,missing,"Chocolate Hazelnut Cake - 0.5 Kg, Eggless",parent,1,0.5,799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-hazelnut-cake.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32346,variation,missing,"Chocolate Hazelnut Cake - 1 Kg, Egg",parent,1,1.0,1479.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-hazelnut-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32347,variation,missing,"Chocolate Hazelnut Cake - 1 Kg, Eggless",parent,1,1.0,1479.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-hazelnut-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32348,variation,missing,"Chocolate Hazelnut Cake - 1.5 Kg, Egg",parent,1,1.5,2079.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-hazelnut-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32349,variation,missing,"Chocolate Hazelnut Cake - 1.5 Kg, Eggless",parent,1,1.5,2079.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-hazelnut-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32350,variation,missing,"Chocolate Hazelnut Cake - 2 Kg, Egg",parent,1,2.0,2599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-hazelnut-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32351,variation,missing,"Chocolate Hazelnut Cake - 2 Kg, Eggless",parent,1,2.0,2599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-hazelnut-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32352,variable,GBFLCH09,Authentic Chocolate Heart Cake,missing,1,,,"Birthday Cakes > All Birthday Cakes, All Cakes, Cakes by Flavour, Birthday Cakes > Cakes for Friend, Birthday Cakes > Cakes For Her, Birthday Cakes > Cakes for Him, Birthday Cakes > Cakes for Mother, Cakes by Flavour > Chocolate Cakes, Cakes for special occasion > Mother's Day, Cakes for special occasion > Valentine’s Day",Chocolate cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/chocolate-heart-cake-1.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32353,variation,missing,"Authentic Chocolate Heart Cake - 1 Kg, Egg",parent,1,1.0,1049.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-heart-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32354,variation,missing,"Authentic Chocolate Heart Cake - 1 Kg, Eggless",parent,1,1.0,1049.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-heart-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32355,variation,missing,"Authentic Chocolate Heart Cake - 1.5 Kg, Egg",parent,1,1.5,1479.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-heart-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32356,variation,missing,"Authentic Chocolate Heart Cake - 1.5 Kg, Eggless",parent,1,1.5,1479.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-heart-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32357,variation,missing,"Authentic Chocolate Heart Cake - 2 Kg, Egg",parent,1,2.0,1849.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-heart-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32358,variation,missing,"Authentic Chocolate Heart Cake - 2 Kg, Eggless",parent,1,2.0,1849.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-heart-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32359,variable,GBFLCH04,Chocolate Heaven Cake,missing,1,,,"Anniversary Cakes > 10th Anniversary Cakes, Anniversary Cakes > 1st Anniversary Cakes, Anniversary Cakes > All Anniversary Cakes, Birthday Cakes > All Birthday Cakes, All Cakes, Anniversary Cakes > Anniversary Cakes For Parents, Cakes by Flavour, Birthday Cakes > Cakes for Brother, Birthday Cakes > Cakes for Father, Birthday Cakes > Cakes for Friend, Birthday Cakes > Cakes For Her, Birthday Cakes > Cakes for Him, Birthday Cakes > Cakes for Mother, Birthday Cakes > Cakes for Sister, Cakes by Flavour > Choco marble Cakes, Cakes by Flavour > Chocolate Cakes, Anniversary Cakes > Golden Jubilee Anniversary Cakes, Cakes for special occasion > New Year, Anniversary Cakes > Silver Jubilee Anniversary Cakes, Cakes by Flavour > Truffle Cakes","Chocolate cake in Gurgaon, Chocolate Truffle cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-heaven-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32360,variation,missing,"Chocolate Heaven Cake - 1.5 Kg, Egg",parent,1,1.5,1449.0,missing,missing,,missing,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32361,variation,missing,"Chocolate Heaven Cake - 1.5 Kg, Eggless",parent,1,1.5,1449.0,missing,missing,,missing,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32362,variation,missing,"Chocolate Heaven Cake - 2 Kg, Egg",parent,1,2.0,1819.0,missing,missing,,missing,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32363,variation,missing,"Chocolate Heaven Cake - 2 Kg, Eggless",parent,1,2.0,1819.0,missing,missing,,missing,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32366,variable,GBWDCK14,Chocolate Lovers Three Tier Wedding Cake,missing,1,,,"All Cakes, Anniversary Cakes > Tier Anniversary Cakes, Wedding Cakes",Wedding Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-lovers-paradise-cake.jpg,WEIGHT,"5 Kg, 6 Kg",1.0,1.0,5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32371,variable,GBDCMM05,Chocolate Mickey Cake,missing,1,,,"All Cakes, Birthday Cakes > Birthday Photo Cakes, Birthday Cakes > Cakes For Kids, Designer Cakes > Cartoon Cakes, Designer Cakes, Designer Cakes > Mickey Cakes, Photo Cakes",Photo cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-mickey-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32372,variation,missing,"Chocolate Mickey Cake - 1.5 Kg, Egg",parent,1,1.5,1959.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-mickey-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32373,variation,missing,"Chocolate Mickey Cake - 1.5 Kg, Eggless",parent,1,1.5,1959.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-mickey-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32374,variation,missing,"Chocolate Mickey Cake - 2 Kg, Egg",parent,1,2.0,2579.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-mickey-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32375,variation,missing,"Chocolate Mickey Cake - 2 Kg, Eggless",parent,1,2.0,2579.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-mickey-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32380,variable,GBFLCH01,A Chocolate Mocha Cake,missing,1,,,"Anniversary Cakes > 10th Anniversary Cakes, Anniversary Cakes > 1st Anniversary Cakes, Anniversary Cakes > All Anniversary Cakes, Birthday Cakes > All Birthday Cakes, All Cakes, Anniversary Cakes, Birthday Cakes, Cakes by Flavour, Birthday Cakes > Cakes for Brother, Birthday Cakes > Cakes for Father, Birthday Cakes > Cakes for Friend, Birthday Cakes > Cakes For Her, Birthday Cakes > Cakes for Him, Birthday Cakes > Cakes for Mother, Birthday Cakes > Cakes for Sister, Cakes by Flavour > Chocolate Cakes, Cakes for special occasion > Mother's Day, Cakes for special occasion > New Year",Chocolate cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/chocolate-mocha-cake-1.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32381,variation,missing,"A Chocolate Mocha Cake - 0.5 Kg, Egg",parent,1,0.5,569.0,missing,missing,,missing,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32382,variation,missing,"A Chocolate Mocha Cake - 0.5 Kg, Eggless",parent,1,0.5,569.0,missing,missing,,missing,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32383,variation,missing,"A Chocolate Mocha Cake - 1 Kg, Egg",parent,1,1.0,1049.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mocha-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32384,variation,missing,"A Chocolate Mocha Cake - 1 Kg, Eggless",parent,1,1.0,1049.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mocha-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32385,variation,missing,"A Chocolate Mocha Cake - 1.5 Kg, Egg",parent,1,1.5,1479.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mocha-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32386,variation,missing,"A Chocolate Mocha Cake - 1.5 Kg, Eggless",parent,1,1.5,1479.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mocha-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32387,variation,missing,"A Chocolate Mocha Cake - 2 Kg, Egg",parent,1,2.0,1849.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mocha-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32388,variation,missing,"A Chocolate Mocha Cake - 2 Kg, Eggless",parent,1,2.0,1849.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mocha-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32389,variable,GBFLCH10,Chocolate Mousse Cake,missing,1,,,"All Cakes, Cakes by Flavour, Cakes by Flavour > Chocolate Cakes",Chocolate cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/chocolate-mousse-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32390,variation,missing,"Chocolate Mousse Cake - 1 Kg, Egg",parent,1,1.0,1089.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mousse-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32391,variation,missing,"Chocolate Mousse Cake - 1 Kg, Eggless",parent,1,1.0,1089.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mousse-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32392,variation,missing,"Chocolate Mousse Cake - 1.5 Kg, Egg",parent,1,1.5,1529.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mousse-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32393,variation,missing,"Chocolate Mousse Cake - 1.5 Kg, Eggless",parent,1,1.5,1529.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mousse-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32394,variation,missing,"Chocolate Mousse Cake - 2 Kg, Egg",parent,1,2.0,1919.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mousse-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32395,variation,missing,"Chocolate Mousse Cake - 2 Kg, Eggless",parent,1,2.0,1919.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-mousse-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32396,variable,GBFLCH11,Chocolate Overload Cake,missing,1,,,"All Cakes, Cakes by Flavour, Cakes by Flavour > Chocolate Cakes",Chocolate cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/chocolate-overload-cake.jpg,WEIGHT,"1.5 Kg, 2 Kg",1.0,1.0,1.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32397,variation,missing,"Chocolate Overload Cake - 1.5 Kg, Egg",parent,1,1.5,2639.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-overload-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32398,variation,missing,"Chocolate Overload Cake - 1.5 Kg, Eggless",parent,1,1.5,2639.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-overload-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32399,variation,missing,"Chocolate Overload Cake - 2 Kg, Egg",parent,1,2.0,3519.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-overload-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32400,variation,missing,"Chocolate Overload Cake - 2 Kg, Eggless",parent,1,2.0,3519.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-overload-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32401,variable,GBDCNC18,Number 9 Chocolate Photo Cake,missing,1,,,"All Cakes, Designer Cakes > Alphabet And Number Cakes, Designer Cakes","Alphabet cake in Gurgaon, Number cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/12/chocolate-photo-number-cake.jpg,WEIGHT,"3 Kg, 4 Kg",1.0,1.0,3 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32402,variation,missing,"Number 9 Chocolate Photo Cake - 3 Kg, Egg",parent,1,3.0,3299.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-photo-number-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32403,variation,missing,"Number 9 Chocolate Photo Cake - 3 Kg, Eggless",parent,1,3.0,3299.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-photo-number-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32404,variation,missing,"Number 9 Chocolate Photo Cake - 4 Kg, Egg",parent,1,4.0,4399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-photo-number-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32405,variation,missing,"Number 9 Chocolate Photo Cake - 4 Kg, Eggless",parent,1,4.0,4399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolate-photo-number-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32406,variable,GBFLCH12,Chocolate Truffle Cake,missing,1,,,"Anniversary Cakes > 10th Anniversary Cakes, Anniversary Cakes > 1st Anniversary Cakes, Anniversary Cakes > All Anniversary Cakes, Birthday Cakes > All Birthday Cakes, All Cakes, Anniversary Cakes > Anniversary Cakes For Parents, Cakes by Flavour, Birthday Cakes > Cakes for Brother, Birthday Cakes > Cakes for Father, Birthday Cakes > Cakes for Friend, Birthday Cakes > Cakes For Her, Birthday Cakes > Cakes for Him, Birthday Cakes > Cakes for Mother, Birthday Cakes > Cakes for Sister, Cakes for special occasion > Children's Day, Cakes by Flavour > Chocolate Cakes, Anniversary Cakes > Golden Jubilee Anniversary Cakes, Midnight cake delivery in Gurgaon, Cakes for special occasion > New Year, Anniversary Cakes > Silver Jubilee Anniversary Cakes, Cakes by Flavour > Truffle Cakes",Chocolate Truffle cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/11/chocolate-truffle-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32407,variation,missing,"Chocolate Truffle Cake - 1 Kg, Egg",parent,1,1.0,1579.0,missing,missing,,missing,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32408,variation,missing,"Chocolate Truffle Cake - 1 Kg, Eggless",parent,1,1.0,1579.0,missing,missing,,missing,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32409,variation,missing,"Chocolate Truffle Cake - 1.5 Kg, Egg",parent,1,1.5,2369.0,missing,missing,,missing,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32410,variation,missing,"Chocolate Truffle Cake - 1.5 Kg, Eggless",parent,1,1.5,2369.0,missing,missing,,missing,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32411,variation,missing,"Chocolate Truffle Cake - 2 Kg, Egg",parent,1,2.0,3159.0,missing,missing,,missing,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32412,variation,missing,"Chocolate Truffle Cake - 2 Kg, Eggless",parent,1,2.0,3159.0,missing,missing,,missing,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32413,variable,GBDCCB08,Chocolatey Chhota Bheem Cake,missing,1,,,"All Cakes, Birthday Cakes > Birthday Photo Cakes, Birthday Cakes > Cakes For Kids, Designer Cakes > Cartoon Cakes, Designer Cakes > Chhota Bheem Cakes, Designer Cakes, Photo Cakes",Photo cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolatey-chhota-bheem-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32414,variation,missing,"Chocolatey Chhota Bheem Cake - 1.5 Kg, Egg",parent,1,1.5,1789.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolatey-chhota-bheem-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32415,variation,missing,"Chocolatey Chhota Bheem Cake - 1.5 Kg, Eggless",parent,1,1.5,1789.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolatey-chhota-bheem-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32416,variation,missing,"Chocolatey Chhota Bheem Cake - 2 Kg, Egg",parent,1,2.0,2329.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolatey-chhota-bheem-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32417,variation,missing,"Chocolatey Chhota Bheem Cake - 2 Kg, Eggless",parent,1,2.0,2329.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolatey-chhota-bheem-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32422,variable,GBSOHO00,Chocolatey Holi Treat,missing,1,,,"All Cakes, Cakes for special occasion, Cakes for special occasion > Holi",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/chocolatey-holi-treat.jpg,WEIGHT,"1 Kg, 1.5 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
32423,variation,missing,"Chocolatey Holi Treat - 1 Kg, Egg",parent,1,1.0,1699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolatey-holi-treat.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
32424,variation,missing,"Chocolatey Holi Treat - 1 Kg, Eggless",parent,1,1.0,1699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolatey-holi-treat.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
32425,variation,missing,"Chocolatey Holi Treat - 1.5 Kg, Egg",parent,1,1.5,2549.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/chocolatey-holi-treat.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
